kx,ky,valid,mean_intensity,std_intensity,max_intensity,skew_intensity,ts_pca1
2.0,32.0,False,,,,,
2.0,33.0,False,,,,,
2.0,34.0,False,,,,,
2.0,35.0,False,,,,,
2.0,36.0,False,,,,,
2.0,37.0,False,,,,,
2.0,38.0,False,,,,,
2.0,39.0,False,,,,,
2.0,40.0,False,,,,,
2.0,41.0,False,,,,,
2.0,42.0,False,,,,,
2.0,43.0,False,,,,,
2.0,44.0,True,0.0787791931320698,0.06607784408053453,0.1961309180428867,0.19040960115299063,-8.973976686222029
2.0,45.0,True,0.09704878759605191,0.08835071390204173,0.3013369541287063,0.8086389198881155,-8.295567943536911
2.0,46.0,True,0.16095099177703998,0.1395352615124855,0.542799424101117,1.181016483382954,-6.3309521584434165
2.0,47.0,True,0.15490303211810733,0.12134971946872432,0.3726712630021671,0.12767427313263086,-6.494443027995847
2.0,48.0,True,0.17247735440949874,0.141988207711218,0.4933173508897566,0.7597890912870983,-6.065649262199728
2.0,49.0,True,0.17913570476974008,0.09502375901971402,0.367467689818112,0.3406384143465933,-5.712606612838537
2.0,50.0,True,0.17413211001706763,0.12081110085482609,0.3866465221082927,0.39518039626124346,-5.907916481716312
2.0,51.0,True,0.12673205487374525,0.13699140375892968,0.6461588621081903,1.8716595089801116,-7.5721704460393156
2.0,52.0,True,0.1991774946459885,0.13031486446966464,0.6149291530642578,1.1522520968296834,-5.119287203557145
2.0,53.0,True,0.19633890301188844,0.15153398983244268,0.48021401635221,0.23724331076859562,-5.219509520526269
2.0,54.0,True,0.18642925933705012,0.09825987676603327,0.3575534673301144,-0.02967251922691108,-5.356429313898764
2.0,55.0,True,0.2102896425392503,0.14045890152317078,0.5503404276367069,0.3288740299640922,-4.743543885793429
2.0,56.0,True,0.12085928903235367,0.10772422949546188,0.3714485103918079,0.5688751411338333,-7.7386821662248115
2.0,57.0,True,0.1451379177332952,0.12352600140007569,0.4425183358951076,0.9511002725260156,-6.914807343328851
2.0,58.0,True,0.06401493226234858,0.066516243762771,0.1832510143488096,0.6921952372442467,-9.566183093213871
2.0,59.0,True,0.021847399788576687,0.029294903171907423,0.1056916723021873,1.6338049407848025,-10.762002018615862
2.0,60.0,False,,,,,
2.0,61.0,False,,,,,
2.0,62.0,False,,,,,
2.0,63.0,False,,,,,
2.0,64.0,False,,,,,
2.0,65.0,False,,,,,
2.0,66.0,False,,,,,
2.0,67.0,False,,,,,
2.0,68.0,False,,,,,
2.0,69.0,False,,,,,
2.0,70.0,False,,,,,
2.0,71.0,False,,,,,
2.0,72.0,False,,,,,
2.0,73.0,False,,,,,
2.0,74.0,False,,,,,
2.0,75.0,False,,,,,
2.0,76.0,False,,,,,
2.0,77.0,False,,,,,
2.0,78.0,False,,,,,
2.0,79.0,False,,,,,
2.0,80.0,False,,,,,
2.0,81.0,False,,,,,
2.0,82.0,False,,,,,
2.0,83.0,False,,,,,
2.0,84.0,False,,,,,
2.0,85.0,False,,,,,
2.0,86.0,False,,,,,
2.0,87.0,False,,,,,
2.0,88.0,False,,,,,
2.0,89.0,False,,,,,
2.0,90.0,False,,,,,
2.0,91.0,False,,,,,
2.0,92.0,False,,,,,
2.0,93.0,False,,,,,
2.0,94.0,False,,,,,
2.0,95.0,False,,,,,
2.0,96.0,False,,,,,
2.0,97.0,False,,,,,
2.0,98.0,False,,,,,
2.0,99.0,False,,,,,
2.0,100.0,False,,,,,
3.0,1.0,False,,,,,
3.0,2.0,False,,,,,
3.0,3.0,False,,,,,
3.0,4.0,False,,,,,
3.0,5.0,False,,,,,
3.0,6.0,False,,,,,
3.0,7.0,False,,,,,
3.0,8.0,False,,,,,
3.0,9.0,False,,,,,
3.0,10.0,False,,,,,
3.0,11.0,False,,,,,
3.0,12.0,False,,,,,
3.0,13.0,False,,,,,
3.0,14.0,False,,,,,
3.0,15.0,False,,,,,
3.0,16.0,False,,,,,
3.0,17.0,False,,,,,
3.0,18.0,False,,,,,
3.0,19.0,False,,,,,
3.0,20.0,False,,,,,
3.0,21.0,False,,,,,
3.0,22.0,False,,,,,
3.0,23.0,False,,,,,
3.0,24.0,False,,,,,
3.0,25.0,False,,,,,
3.0,26.0,False,,,,,
3.0,27.0,False,,,,,
3.0,28.0,False,,,,,
3.0,29.0,False,,,,,
3.0,30.0,False,,,,,
3.0,31.0,False,,,,,
3.0,32.0,False,,,,,
3.0,33.0,False,,,,,
3.0,34.0,False,,,,,
3.0,35.0,False,,,,,
3.0,36.0,False,,,,,
3.0,37.0,False,,,,,
3.0,38.0,False,,,,,
3.0,39.0,True,0.06955231299309583,0.1048113361318895,0.3739681905784134,1.7935646684445832,-9.166421656181944
3.0,40.0,True,0.14758280547231217,0.10827350324042369,0.3971764678146459,0.9091312018345276,-6.707419500091813
3.0,41.0,True,0.1590685374276599,0.10890605240222974,0.36213959796406,0.37247106842759137,-6.092051069113817
3.0,42.0,True,0.29591241661457535,0.13517932013309825,0.5275361469114247,-0.1035257550029576,-1.97239809567923
3.0,43.0,True,0.2864684810293434,0.15765097701933692,0.5830975095741436,-0.050294214570482366,-2.1462285838701605
3.0,44.0,True,0.2766219479104064,0.10107872301227963,0.5028857170038201,0.5453096821461719,-2.5437024836791777
3.0,45.0,True,0.34532132404512617,0.1477477675946208,0.622352270945951,-0.1032310725833892,-0.05846979083360568
3.0,46.0,True,0.3315113007418316,0.11802951293212129,0.5126004127068385,-0.7164355805124737,-0.5891931297192312
3.0,47.0,True,0.22422791445139587,0.18002935544772644,0.6537389527560018,1.0475897732616166,-4.222959280293909
3.0,48.0,True,0.24680282628987973,0.1332709946126967,0.4304807861930831,-0.4419340684838303,-3.7635273526272903
3.0,49.0,True,0.1678681538886165,0.09090091933638111,0.3756700820587311,0.551156392092617,-6.101638044179692
3.0,50.0,True,0.16287951989607058,0.12770465634073527,0.5299201131672546,1.5521310939775697,-6.513281504446026
3.0,51.0,True,0.21523024691029558,0.09203266907176441,0.4317399912314021,0.41094173662305494,-4.418261037292902
3.0,52.0,True,0.34774918366662316,0.20950399765595382,0.8616474640276109,0.33333551308927595,-0.7470972194004134
3.0,53.0,True,0.2589300215424406,0.19095719469120304,0.848961694792845,0.6544099252072971,-3.544753339934528
3.0,54.0,True,0.27076000807054784,0.15194374402663738,0.5290046279592119,-0.18810017000138896,-2.443605214353802
3.0,55.0,True,0.29021024516001653,0.178658900330712,0.8643459428264478,0.8809178021247368,-2.332545127887468
3.0,56.0,True,0.47996895642269,0.2049224397256119,0.8931057199595792,-0.10231616024673704,4.2954544914305846
3.0,57.0,True,0.3772104069340326,0.1638126040258237,0.85230276130143,0.6128968539550487,0.3119725609808216
3.0,58.0,True,0.367871411290422,0.16588787080202233,0.9808234803850948,1.217747830773874,0.13510389814071289
3.0,59.0,True,0.4432287296308981,0.23054985209125428,0.966074391045282,0.0920493928227981,2.7444562097846528
3.0,60.0,True,0.5756846508239708,0.21339305497717068,1.0998045231427416,0.25631329791130614,6.811369389970632
3.0,61.0,True,0.3188184437235713,0.14713836066698507,0.6676009731189557,0.5009721803575091,-1.050297978084864
3.0,62.0,True,0.19043746958292934,0.11521658364919159,0.4544952718953309,0.6086973610904243,-5.244927709876842
3.0,63.0,True,0.06907351358196948,0.045097193897213866,0.161931647180014,0.19043367228973138,-9.303041735669092
3.0,64.0,False,,,,,
3.0,65.0,False,,,,,
3.0,66.0,False,,,,,
3.0,67.0,False,,,,,
3.0,68.0,False,,,,,
3.0,69.0,False,,,,,
3.0,70.0,False,,,,,
3.0,71.0,False,,,,,
3.0,72.0,False,,,,,
3.0,73.0,False,,,,,
3.0,74.0,False,,,,,
3.0,75.0,False,,,,,
3.0,76.0,False,,,,,
3.0,77.0,False,,,,,
3.0,78.0,False,,,,,
3.0,79.0,False,,,,,
3.0,80.0,False,,,,,
3.0,81.0,False,,,,,
3.0,82.0,False,,,,,
3.0,83.0,False,,,,,
3.0,84.0,False,,,,,
3.0,85.0,False,,,,,
3.0,86.0,False,,,,,
3.0,87.0,False,,,,,
3.0,88.0,False,,,,,
3.0,89.0,False,,,,,
3.0,90.0,False,,,,,
3.0,91.0,False,,,,,
3.0,92.0,False,,,,,
3.0,93.0,False,,,,,
3.0,94.0,False,,,,,
3.0,95.0,False,,,,,
3.0,96.0,False,,,,,
3.0,97.0,False,,,,,
3.0,98.0,False,,,,,
3.0,99.0,False,,,,,
3.0,100.0,False,,,,,
4.0,1.0,False,,,,,
4.0,2.0,False,,,,,
4.0,3.0,False,,,,,
4.0,4.0,False,,,,,
4.0,5.0,False,,,,,
4.0,6.0,False,,,,,
4.0,7.0,False,,,,,
4.0,8.0,False,,,,,
4.0,9.0,False,,,,,
4.0,10.0,False,,,,,
4.0,11.0,False,,,,,
4.0,12.0,False,,,,,
4.0,13.0,False,,,,,
4.0,14.0,False,,,,,
4.0,15.0,False,,,,,
4.0,16.0,False,,,,,
4.0,17.0,False,,,,,
4.0,18.0,False,,,,,
4.0,19.0,False,,,,,
4.0,20.0,False,,,,,
4.0,21.0,False,,,,,
4.0,22.0,False,,,,,
4.0,23.0,False,,,,,
4.0,24.0,False,,,,,
4.0,25.0,False,,,,,
4.0,26.0,False,,,,,
4.0,27.0,False,,,,,
4.0,28.0,False,,,,,
4.0,29.0,False,,,,,
4.0,30.0,False,,,,,
4.0,31.0,False,,,,,
4.0,32.0,False,,,,,
4.0,33.0,False,,,,,
4.0,34.0,False,,,,,
4.0,35.0,True,0.013389063210604854,0.02955535935409389,0.1007019845112765,2.049688622143263,-11.080003972467432
4.0,36.0,True,0.16174840411724128,0.09432577741367043,0.3763577491385301,0.4238207996096587,-6.40337958502275
4.0,37.0,True,0.2715748118929377,0.13802594653003789,0.7271953151415873,0.8623419403785819,-2.756786009314632
4.0,38.0,True,0.31937006924086725,0.22281696642114932,0.8056668082088391,0.619335986769363,-1.4624023188296416
4.0,39.0,True,0.3362005666080717,0.16808961561853986,0.6422899391454575,0.29860381431101574,-0.28327773786575
4.0,40.0,True,0.3185073169639498,0.21672947842103155,0.8348028518132306,1.057819867708362,-1.7510009136064093
4.0,41.0,True,0.3703140742449003,0.07716843536123413,0.5502031962572536,0.1677597217111048,0.4610134381366565
4.0,42.0,True,0.3092351374110261,0.14043208600693088,0.6744946262110373,0.9301026281205074,-1.7786433334779106
4.0,43.0,True,0.20783392093722816,0.1214714344794121,0.4238543522888504,0.09039272065905427,-4.625963515012711
4.0,44.0,True,0.28698707883356206,0.1154261947878709,0.7065416354369218,1.1395123494931405,-2.594068011037541
4.0,45.0,True,0.2271250961180702,0.13343533332333543,0.4670727658372303,-0.03800708000690139,-4.151082090265388
4.0,46.0,True,0.24407477590142473,0.148590613306987,0.5484686478642236,0.3960438352816901,-3.2813878344622753
4.0,47.0,True,0.3253333862758337,0.1854570494827333,0.6296799182784298,-0.5309719128678573,-1.4636753700051754
4.0,48.0,True,0.4745542985195982,0.13474674288272537,0.8295043057991611,0.8181631214067819,4.235377554715587
4.0,49.0,True,0.34100955260307797,0.18967734461939417,0.7686883952960984,0.42407292190036217,-0.307597637915717
4.0,50.0,True,0.17713944991273478,0.14991288099270514,0.5370156770167619,0.9520255539956619,-5.867520761202065
4.0,51.0,True,0.17817844573263245,0.16352837939499343,0.5396368064217224,0.9026270315321421,-6.059323400460851
4.0,52.0,True,0.3647167233537323,0.1795165662126429,0.6719859695850956,0.09999140461912714,0.5913466816672405
4.0,53.0,True,0.30825186772092683,0.23263827800426692,0.8783151328410329,0.9772367329163223,-1.4303696008343467
4.0,54.0,True,0.34197577056546064,0.19540443273688937,0.6298949562420285,-0.253484874421727,-0.12437870742240008
4.0,55.0,True,0.3194951113364634,0.2616077374419485,0.9067194672145836,0.8309156796702538,-1.418701460415557
4.0,56.0,True,0.33807642329518456,0.12358039163947825,0.5722275625966783,0.06487386449664403,-0.6666761926496513
4.0,57.0,True,0.31469291523591764,0.18331900680173074,0.6966544838922362,0.2728255514250842,-1.6402724253273377
4.0,58.0,True,0.42063470993652574,0.2238426844193118,0.8208802725388236,0.3888027482103775,1.890824522127091
4.0,59.0,True,0.4062550897440863,0.23615641358903486,0.7352964683237053,-0.20156093555989205,1.6321165159899709
4.0,60.0,True,0.4916304997638669,0.218804766319458,0.8889691603404242,-0.2795833048696721,4.25150438750895
4.0,61.0,True,0.5234279424994048,0.184808606829919,1.0171868220942,0.8824708406958466,5.0458851229435275
4.0,62.0,True,0.4567142718821355,0.17270847784177096,0.8297826341172034,0.45447033830208156,3.2473678386456397
4.0,63.0,True,0.6475591096168479,0.22040287739028247,1.1648469375634702,0.12857030336981037,10.09794769814395
4.0,64.0,True,0.41615334483503247,0.18074609378527043,0.7143825200980792,0.03961961508565355,2.1854268294058063
4.0,65.0,True,0.1763610475502252,0.1385035984868554,0.4883098890742927,0.5404100255239278,-5.5581942405656415
4.0,66.0,True,0.08358059625104762,0.05605297034043127,0.190780962868531,0.0902673997233559,-8.753712161699054
4.0,67.0,False,,,,,
4.0,68.0,False,,,,,
4.0,69.0,False,,,,,
4.0,70.0,False,,,,,
4.0,71.0,False,,,,,
4.0,72.0,False,,,,,
4.0,73.0,False,,,,,
4.0,74.0,False,,,,,
4.0,75.0,False,,,,,
4.0,76.0,False,,,,,
4.0,77.0,False,,,,,
4.0,78.0,False,,,,,
4.0,79.0,False,,,,,
4.0,80.0,False,,,,,
4.0,81.0,False,,,,,
4.0,82.0,False,,,,,
4.0,83.0,False,,,,,
4.0,84.0,False,,,,,
4.0,85.0,False,,,,,
4.0,86.0,False,,,,,
4.0,87.0,False,,,,,
4.0,88.0,False,,,,,
4.0,89.0,False,,,,,
4.0,90.0,False,,,,,
4.0,91.0,False,,,,,
4.0,92.0,False,,,,,
4.0,93.0,False,,,,,
4.0,94.0,False,,,,,
4.0,95.0,False,,,,,
4.0,96.0,False,,,,,
4.0,97.0,False,,,,,
4.0,98.0,False,,,,,
4.0,99.0,False,,,,,
4.0,100.0,False,,,,,
5.0,1.0,False,,,,,
5.0,2.0,False,,,,,
5.0,3.0,False,,,,,
5.0,4.0,False,,,,,
5.0,5.0,False,,,,,
5.0,6.0,False,,,,,
5.0,7.0,False,,,,,
5.0,8.0,False,,,,,
5.0,9.0,False,,,,,
5.0,10.0,False,,,,,
5.0,11.0,False,,,,,
5.0,12.0,False,,,,,
5.0,13.0,False,,,,,
5.0,14.0,False,,,,,
5.0,15.0,False,,,,,
5.0,16.0,False,,,,,
5.0,17.0,False,,,,,
5.0,18.0,False,,,,,
5.0,19.0,False,,,,,
5.0,20.0,False,,,,,
5.0,21.0,False,,,,,
5.0,22.0,False,,,,,
5.0,23.0,False,,,,,
5.0,24.0,False,,,,,
5.0,25.0,False,,,,,
5.0,26.0,False,,,,,
5.0,27.0,False,,,,,
5.0,28.0,False,,,,,
5.0,29.0,False,,,,,
5.0,30.0,False,,,,,
5.0,31.0,False,,,,,
5.0,32.0,False,,,,,
5.0,33.0,True,0.09667180038223908,0.08369907562722831,0.3579341286696274,0.8620982644419072,-8.668796807738063
5.0,34.0,True,0.2526900214647943,0.16698357442601894,0.627726037189496,0.5804880439084084,-2.886473076633258
5.0,35.0,True,0.28882983513926486,0.15151588219263384,0.7979884165977567,1.3665948637045946,-2.2955567516625153
5.0,36.0,True,0.4020959414829332,0.1593739004647337,0.7829508126317574,0.6855768629327905,1.5931371601140039
5.0,37.0,True,0.3634429962741441,0.15028629513737954,0.6165492459241981,-0.40937414435961517,0.1754827488893355
5.0,38.0,True,0.37351802209344104,0.1830707714298235,0.9068478539446052,0.42628817148048304,0.3170218013972137
5.0,39.0,True,0.28785241376403187,0.10958244870768416,0.5226793230838551,0.2383011059781577,-2.3137608403707737
5.0,40.0,True,0.33925959049918775,0.10825746144123062,0.53177304907218,-0.592323463181016,-0.6308403526284992
5.0,41.0,True,0.3762208757578115,0.1447120808750122,0.8251108914597306,0.24389937923896648,0.4541316269077073
5.0,42.0,True,0.26818988153312595,0.13088907637896657,0.5257845426795829,-0.042667209977413904,-2.530362647825903
5.0,43.0,True,0.2477195261072725,0.13181333603339448,0.5141912825615755,0.4497993835505985,-3.5250274715921788
5.0,44.0,True,0.27488539052179145,0.23975389602682726,0.8594206918211348,1.0748948428998724,-2.9767069683143212
5.0,45.0,True,0.33260033029711744,0.19083319423614087,0.67872105461207,0.058221527397333876,-0.7667178844760318
5.0,46.0,True,0.3485788849265316,0.13283920267430158,0.5857415080050097,-0.42204537486575416,-0.043159322740937756
5.0,47.0,True,0.2894222836683289,0.14687743728621505,0.6212213185098289,0.3287779082514993,-2.233816409591991
5.0,48.0,True,0.33296474549940563,0.16175132415977223,0.6007553890127504,-0.25825646929588775,-1.0906198481883247
5.0,49.0,True,0.2937627390704132,0.1575646187140782,0.5547797725420447,-0.27489263254375923,-2.248170955649573
5.0,50.0,True,0.28743457376085524,0.1944643764912355,0.6089869024406985,0.2722210029783434,-2.049006157970719
5.0,51.0,True,0.25289425291567247,0.15540526608226923,0.6471604391223139,0.9709087140844632,-3.356243580465567
5.0,52.0,True,0.24206098290690276,0.16791370364277752,0.6357235284706263,0.5499469862923779,-3.78875649031052
5.0,53.0,True,0.2277474748740032,0.15593456239263695,0.5672978131379582,0.6590973488540337,-4.363918096921098
5.0,54.0,True,0.24169624728194866,0.13990160202888172,0.4698101606756587,-0.036574170465557256,-3.87698970661577
5.0,55.0,True,0.33773626692856573,0.3105219552937595,1.5,1.9313685266287173,-1.7263236940108075
5.0,56.0,True,0.2910859587551763,0.11513914056225695,0.4825444264754509,-0.42841291316553964,-2.1433387125955776
5.0,57.0,True,0.3539510513871342,0.1913189973027967,0.7039493388315227,-0.28937210421971443,0.037337746013174036
5.0,58.0,True,0.4181456918933074,0.2612592569239796,0.9254420883990012,0.05868005077571834,1.4160609675953875
5.0,59.0,True,0.38977437310373836,0.16642891522918943,0.7605194284031995,0.36944374744097974,1.3246981467609673
5.0,60.0,True,0.4544855822309562,0.20154739540415753,0.88819434049955,0.6204602549426468,3.290111908692628
5.0,61.0,True,0.5281152838340194,0.23134464413835004,1.3409657265427728,1.3700693006647606,5.205455394167716
5.0,62.0,True,0.38246689423835445,0.15982586785450445,0.6775605381346287,-0.08076797429142306,0.7580259295812505
5.0,63.0,True,0.48343895099995254,0.14931937291514083,0.8288051040877346,0.541664524701873,4.323692940648477
5.0,64.0,True,0.5458233193669096,0.2527786598016386,1.0945589883590487,-0.10136937138690864,5.713471578325833
5.0,65.0,True,0.33699770567849385,0.18052264512758356,0.7111106244389651,0.47660286427716797,-0.6226761213978506
5.0,66.0,True,0.4650988180215667,0.20083908287732571,0.7744619150302471,-0.16580289206695678,3.561981442445554
5.0,67.0,True,0.4953469237057027,0.2604128776120126,0.8540249958707298,-0.2358581297272641,4.618223993358556
5.0,68.0,True,0.10864094677721571,0.11433474986430675,0.4962670640800743,1.4537978015414468,-8.449880861677832
5.0,69.0,True,0.0869128757552252,0.0837091830881372,0.261423860539916,0.8191741898324155,-8.634415502617545
5.0,70.0,False,,,,,
5.0,71.0,False,,,,,
5.0,72.0,False,,,,,
5.0,73.0,False,,,,,
5.0,74.0,False,,,,,
5.0,75.0,False,,,,,
5.0,76.0,False,,,,,
5.0,77.0,False,,,,,
5.0,78.0,False,,,,,
5.0,79.0,False,,,,,
5.0,80.0,False,,,,,
5.0,81.0,False,,,,,
5.0,82.0,False,,,,,
5.0,83.0,False,,,,,
5.0,84.0,False,,,,,
5.0,85.0,False,,,,,
5.0,86.0,False,,,,,
5.0,87.0,False,,,,,
5.0,88.0,False,,,,,
5.0,89.0,False,,,,,
5.0,90.0,False,,,,,
5.0,91.0,False,,,,,
5.0,92.0,False,,,,,
5.0,93.0,False,,,,,
5.0,94.0,False,,,,,
5.0,95.0,False,,,,,
5.0,96.0,False,,,,,
5.0,97.0,False,,,,,
5.0,98.0,False,,,,,
5.0,99.0,False,,,,,
5.0,100.0,False,,,,,
6.0,1.0,False,,,,,
6.0,2.0,False,,,,,
6.0,3.0,False,,,,,
6.0,4.0,False,,,,,
6.0,5.0,False,,,,,
6.0,6.0,False,,,,,
6.0,7.0,False,,,,,
6.0,8.0,False,,,,,
6.0,9.0,False,,,,,
6.0,10.0,False,,,,,
6.0,11.0,False,,,,,
6.0,12.0,False,,,,,
6.0,13.0,False,,,,,
6.0,14.0,False,,,,,
6.0,15.0,False,,,,,
6.0,16.0,False,,,,,
6.0,17.0,False,,,,,
6.0,18.0,False,,,,,
6.0,19.0,False,,,,,
6.0,20.0,False,,,,,
6.0,21.0,False,,,,,
6.0,22.0,False,,,,,
6.0,23.0,False,,,,,
6.0,24.0,False,,,,,
6.0,25.0,False,,,,,
6.0,26.0,False,,,,,
6.0,27.0,False,,,,,
6.0,28.0,False,,,,,
6.0,29.0,False,,,,,
6.0,30.0,False,,,,,
6.0,31.0,True,0.12959770570793738,0.08841137520278845,0.3238358119494006,0.6094003122243936,-7.263033051035377
6.0,32.0,True,0.26598315288938507,0.1386146935997971,0.7071459140591958,0.35920791709381156,-3.3965005092220117
6.0,33.0,True,0.4205319205554192,0.2260368689432664,0.8198514649141032,-0.09427150147593837,2.442708079897928
6.0,34.0,True,0.360809584141204,0.14086641260532123,0.6180980321172135,-0.04188248105611643,0.509938100522814
6.0,35.0,True,0.5109757817214904,0.3458715486813899,1.318055428219885,0.602714482962937,4.992666231345161
6.0,36.0,True,0.42302847997826376,0.19046292934606238,0.8573658490221974,-0.05641127932044179,2.2037557663151515
6.0,37.0,True,0.5092020031152807,0.17707011232770603,0.9996786039664504,0.75100265326467,4.773474199921435
6.0,38.0,True,0.3048121836018778,0.13381869014751813,0.5794590887304207,-0.36761798099621373,-1.710593539082143
6.0,39.0,True,0.4597101396888672,0.15031378190897987,0.917760882774606,0.5119032968695977,2.9874877489702434
6.0,40.0,True,0.34569062830712394,0.18190826686465672,0.7414053655037073,0.04750986700884594,-0.5230997420139097
6.0,41.0,True,0.2868941353667742,0.16722768948731842,0.8187544002112731,1.0295643970916306,-2.798062294908514
6.0,42.0,True,0.37104344077438445,0.18008844228519005,0.7069065651395003,-0.16492370578130167,-0.02855100450616667
6.0,43.0,True,0.3061643526298075,0.18444362651199972,0.6204987367772213,0.09875216303884742,-1.3196362206453758
6.0,44.0,True,0.2546466675673922,0.10293939377324621,0.4672986321719841,0.3985750107615404,-3.1053421078146086
6.0,45.0,True,0.24138551205915323,0.14045677369679183,0.5513072495953784,0.549879946574798,-4.115629181959893
6.0,46.0,True,0.30746106197893636,0.12223637192012125,0.5481751347843999,0.5863908716877947,-1.7689401711164279
6.0,47.0,True,0.2411265481499875,0.10623810389483222,0.4978808448089865,0.6472455471556284,-3.6306197035919174
6.0,48.0,True,0.30973737541969226,0.1497423808153798,0.6165592603855848,0.3737161469433029,-1.1891065778237704
6.0,49.0,True,0.35276664451946954,0.11771815615055478,0.7758542194515176,1.3880728413473093,-0.27936247202308595
6.0,50.0,True,0.3463682217306942,0.17937780428009992,0.780333951928719,0.5359813301238012,-0.28715793363852854
6.0,51.0,True,0.2794163644094161,0.14326022801123584,0.5474576232762896,0.017222867063614193,-2.545460485481712
6.0,52.0,True,0.43839215325125136,0.12791283232126774,0.707191659061655,0.07535227635302494,2.8749723003379044
6.0,53.0,True,0.3041114063285621,0.18262484559192135,0.6514816389184287,0.31385873171690376,-1.5311102004932948
6.0,54.0,True,0.3419566175985739,0.1535758130358858,0.6016490204359339,0.19766611263807338,-0.5183824387624689
6.0,55.0,True,0.31238702146288844,0.133162153641707,0.4956214654824919,-0.6024244517223001,-1.7752092419627736
6.0,56.0,True,0.414731306304049,0.1586388079440047,0.755137833278183,0.3863339233754974,1.779806011709703
6.0,57.0,True,0.45852432273922783,0.23130249489190338,0.8898014510769007,0.13673467526504232,3.3512682345687765
6.0,58.0,True,0.5111401671476595,0.16623435649197676,0.8858425622687685,0.05325547747310464,5.264328500657853
